"Bus Table (SPI (with CS): 8 Bit, MSB, Clk = D0, MOSI = D1, MISO = D2, CS = D3)"
"gg"
Frame,Mark,Start Time in s,Source,Length,Data,State
490,,-2.4140096e-3,MOSI,2,0x8800,OK
491,,-2.4140096e-3,MISO,2,0x0004,OK
492,,-2.3945088e-3,MOSI,2,0x8800,OK
493,,-2.3945088e-3,MISO,2,0x0004,OK
494,,-2.3750080e-3,MOSI,2,0x8800,OK
495,,-2.3750080e-3,MISO,2,0x0004,OK
496,,-2.3555072e-3,MOSI,2,0x8800,OK
497,,-2.3555072e-3,MISO,2,0x0004,OK
498,,-2.3360128e-3,MOSI,2,0x8800,OK
499,,-2.3360128e-3,MISO,2,0x0004,OK
500,,-2.3165120e-3,MOSI,2,0x8800,OK
501,,-2.3165120e-3,MISO,2,0x0004,OK
502,,-2.2970112e-3,MOSI,2,0x8800,OK
503,,-2.2970112e-3,MISO,2,0x0004,OK
504,,-2.2775104e-3,MOSI,2,0x8800,OK
505,,-2.2775104e-3,MISO,2,0x0004,OK
506,,-2.2580096e-3,MOSI,2,0x8800,OK
507,,-2.2580096e-3,MISO,2,0x0004,OK
508,,-2.2385088e-3,MOSI,2,0x8800,OK
509,,-2.2385088e-3,MISO,2,0x0004,OK
510,,-2.2190080e-3,MOSI,2,0x8800,OK
511,,-2.2190080e-3,MISO,2,0x0004,OK
512,,-2.1995072e-3,MOSI,2,0x8800,OK
513,,-2.1995072e-3,MISO,2,0x0004,OK
514,,-2.1800128e-3,MOSI,2,0x8800,OK
515,,-2.1800128e-3,MISO,2,0x0004,OK
516,,-2.1600128e-3,MOSI,2,0x2400,OK
517,,-2.1600128e-3,MISO,2,0x0012,OK
518,,-2.1405120e-3,MOSI,2,0x2600,OK
519,,-2.1405120e-3,MISO,2,0x0012,OK
520,,-2.1210112e-3,MOSI,2,0x4826,OK
521,,-2.1210112e-3,MISO,2,0x0064,OK
522,,-2.1015104e-3,MOSI,2,0x0200,OK
523,,-2.1015104e-3,MISO,2,0x2600,OK
524,,-2.0820096e-3,MOSI,2,0x087F,OK
525,,-2.0820096e-3,MISO,2,0x0004,OK
526,,-2.0625088e-3,MOSI,2,0x1480,OK
527,,-2.0625088e-3,MISO,2,0x7F0A,OK
528,,-2.0430080e-3,MOSI,2,0x1226,OK
529,,-2.0430080e-3,MISO,2,0x8008,OK
530,,-2.0235072e-3,MOSI,2,0x1A07,OK
531,,-2.0235072e-3,MISO,2,0x260C,OK
532,,-2.0040128e-3,MOSI,2,0x020C,OK
533,,-2.0040128e-3,MISO,2,0x0700,OK
534,,-1.9845120e-3,MOSI,2,0x9A00,OK
535,,-1.9845120e-3,MISO,2,0x0C07,OK
536,,-1.9650112e-3,MOSI,2,0x1A87,OK
537,,-1.9650112e-3,MISO,2,0x000C,OK
538,,-1.9455104e-3,MOSI,2,0x8800,OK
539,,-1.9455104e-3,MISO,2,0x8704,OK
540,,-1.9260096e-3,MOSI,2,0x8800,OK
541,,-1.9260096e-3,MISO,2,0x0004,OK
542,,-1.9065088e-3,MOSI,2,0x8800,OK
543,,-1.9065088e-3,MISO,2,0x0004,OK
544,,-1.8870080e-3,MOSI,2,0x8800,OK
545,,-1.8870080e-3,MISO,2,0x0004,OK
546,,-1.7040064e-3,MOSI,2,0x8800,OK
547,,-1.7040064e-3,MISO,2,0x0004,OK
548,,-1.6845120e-3,MOSI,2,0x8800,OK
549,,-1.6845120e-3,MISO,2,0x0004,OK
550,,-1.6650112e-3,MOSI,2,0x8800,OK
551,,-1.6650112e-3,MISO,2,0x0004,OK
552,,-1.6455104e-3,MOSI,2,0x8800,OK
553,,-1.6455104e-3,MISO,2,0x0004,OK
554,,-1.6260096e-3,MOSI,2,0x8800,OK
555,,-1.6260096e-3,MISO,2,0x0004,OK
556,,-1.6065088e-3,MOSI,2,0x8800,OK
557,,-1.6065088e-3,MISO,2,0x0004,OK
558,,-1.5870080e-3,MOSI,2,0x8800,OK
559,,-1.5870080e-3,MISO,2,0x0004,OK
560,,-1.5675072e-3,MOSI,2,0x8800,OK
561,,-1.5675072e-3,MISO,2,0x0004,OK
562,,-1.5480064e-3,MOSI,2,0x8800,OK
563,,-1.5480064e-3,MISO,2,0x0004,OK
564,,-1.5285120e-3,MOSI,2,0x8800,OK
565,,-1.5285120e-3,MISO,2,0x0004,OK
566,,-1.5090112e-3,MOSI,2,0x8800,OK
567,,-1.5090112e-3,MISO,2,0x0004,OK
568,,-1.4895104e-3,MOSI,2,0x8800,OK
569,,-1.4895104e-3,MISO,2,0x0004,OK
570,,-1.4700096e-3,MOSI,2,0x8800,OK
571,,-1.4700096e-3,MISO,2,0x0004,OK
572,,-1.4505088e-3,MOSI,2,0x8800,OK
573,,-1.4505088e-3,MISO,2,0x0004,OK
574,,-1.4310080e-3,MOSI,2,0x8800,OK
575,,-1.4310080e-3,MISO,2,0x0004,OK
576,,-1.4115072e-3,MOSI,2,0x8800,OK
577,,-1.4115072e-3,MISO,2,0x0004,OK
578,,-1.3920064e-3,MOSI,2,0x8800,OK
579,,-1.3920064e-3,MISO,2,0x0004,OK
580,,-1.3725120e-3,MOSI,2,0x8800,OK
581,,-1.3725120e-3,MISO,2,0x0004,OK
582,,-1.3530112e-3,MOSI,2,0x8800,OK
583,,-1.3530112e-3,MISO,2,0x0004,OK
584,,-1.3335104e-3,MOSI,2,0x8800,OK
585,,-1.3335104e-3,MISO,2,0x0004,OK
586,,-1.3140096e-3,MOSI,2,0x8800,OK
587,,-1.3140096e-3,MISO,2,0x0004,OK
588,,-1.2945088e-3,MOSI,2,0x8800,OK
589,,-1.2945088e-3,MISO,2,0x0004,OK
590,,-1.2750080e-3,MOSI,2,0x8800,OK
591,,-1.2750080e-3,MISO,2,0x0004,OK
592,,-1.2555072e-3,MOSI,2,0x8800,OK
593,,-1.2555072e-3,MISO,2,0x0004,OK
594,,-1.2360064e-3,MOSI,2,0x8800,OK
595,,-1.2360064e-3,MISO,2,0x0004,OK
596,,-1.2165120e-3,MOSI,2,0x8800,OK
597,,-1.2165120e-3,MISO,2,0x0004,OK
598,,-1.1970112e-3,MOSI,2,0x8800,OK
599,,-1.1970112e-3,MISO,2,0x0004,OK
600,,-1.1775104e-3,MOSI,2,0x8800,OK
601,,-1.1775104e-3,MISO,2,0x0004,OK
602,,-1.1580096e-3,MOSI,2,0x8800,OK
603,,-1.1580096e-3,MISO,2,0x0004,OK
604,,-1.1385088e-3,MOSI,2,0x8800,OK
605,,-1.1385088e-3,MISO,2,0x0004,OK
606,,-1.1190080e-3,MOSI,2,0x8800,OK
607,,-1.1190080e-3,MISO,2,0x0004,OK
608,,-1.0995072e-3,MOSI,2,0x8800,OK
609,,-1.0995072e-3,MISO,2,0x0004,OK
610,,-1.0800064e-3,MOSI,2,0x8800,OK
611,,-1.0800064e-3,MISO,2,0x0004,OK
612,,-1.0605120e-3,MOSI,2,0x8800,OK
613,,-1.0605120e-3,MISO,2,0x0004,OK
614,,-1.0410112e-3,MOSI,2,0x8800,OK
615,,-1.0410112e-3,MISO,2,0x0004,OK
616,,-1.0215104e-3,MOSI,2,0x8800,OK
617,,-1.0215104e-3,MISO,2,0x0004,OK
618,,-1.0020096e-3,MOSI,2,0x8800,OK
619,,-1.0020096e-3,MISO,2,0x0004,OK
620,,-982.5088000e-6,MOSI,2,0x8800,OK
621,,-982.5088000e-6,MISO,2,0x0004,OK
622,,-963.0080000e-6,MOSI,2,0x8800,OK
623,,-963.0080000e-6,MISO,2,0x0004,OK
624,,-943.5072000e-6,MOSI,2,0x8800,OK
625,,-943.5072000e-6,MISO,2,0x0004,OK
626,,-924.0064000e-6,MOSI,2,0x8800,OK
627,,-924.0064000e-6,MISO,2,0x0004,OK
628,,-904.5056000e-6,MOSI,2,0x8800,OK
629,,-904.5056000e-6,MISO,2,0x0004,OK
630,,-885.0112000e-6,MOSI,2,0x8800,OK
631,,-885.0112000e-6,MISO,2,0x0004,OK
632,,-865.5104000e-6,MOSI,2,0x8800,OK
633,,-865.5104000e-6,MISO,2,0x0004,OK
634,,-846.0096000e-6,MOSI,2,0x8800,OK
635,,-846.0096000e-6,MISO,2,0x0004,OK
636,,-826.5088000e-6,MOSI,2,0x8800,OK
637,,-826.5088000e-6,MISO,2,0x0004,OK
638,,-807.0080000e-6,MOSI,2,0x8800,OK
639,,-807.0080000e-6,MISO,2,0x0004,OK
640,,-787.5072000e-6,MOSI,2,0x8800,OK
641,,-787.5072000e-6,MISO,2,0x0004,OK
642,,-768.0064000e-6,MOSI,2,0x8800,OK
643,,-768.0064000e-6,MISO,2,0x0004,OK
644,,-748.5056000e-6,MOSI,2,0x8800,OK
645,,-748.5056000e-6,MISO,2,0x0004,OK
646,,-729.0112000e-6,MOSI,2,0x8800,OK
647,,-729.0112000e-6,MISO,2,0x0004,OK
648,,-709.5104000e-6,MOSI,2,0x8800,OK
649,,-709.5104000e-6,MISO,2,0x0004,OK
650,,-526.5088000e-6,MOSI,2,0x8800,OK
651,,-526.5088000e-6,MISO,2,0x0004,OK
652,,-507.0080000e-6,MOSI,2,0x8800,OK
653,,-507.0080000e-6,MISO,2,0x0004,OK
654,,-487.5072000e-6,MOSI,2,0x8800,OK
655,,-487.5072000e-6,MISO,2,0x0004,OK
656,,-468.0064000e-6,MOSI,2,0x8800,OK
657,,-468.0064000e-6,MISO,2,0x0004,OK
658,,-448.5056000e-6,MOSI,2,0x8800,OK
659,,-448.5056000e-6,MISO,2,0x0004,OK
660,,-429.0112000e-6,MOSI,2,0x8800,OK
661,,-429.0112000e-6,MISO,2,0x0004,OK
662,,-409.5104000e-6,MOSI,2,0x8800,OK
663,,-409.5104000e-6,MISO,2,0x0004,OK
664,,-390.0096000e-6,MOSI,2,0x8800,OK
665,,-390.0096000e-6,MISO,2,0x0004,OK
666,,-370.5088000e-6,MOSI,2,0x8800,OK
667,,-370.5088000e-6,MISO,2,0x0004,OK
668,,-351.0080000e-6,MOSI,2,0x8800,OK
669,,-351.0080000e-6,MISO,2,0x0004,OK
670,,-331.5072000e-6,MOSI,2,0x8800,OK
671,,-331.5072000e-6,MISO,2,0x0004,OK
672,,-312.0064000e-6,MOSI,2,0x8800,OK
673,,-312.0064000e-6,MISO,2,0x0004,OK
674,,-292.5056000e-6,MOSI,2,0x8800,OK
675,,-292.5056000e-6,MISO,2,0x0004,OK
676,,-273.0048000e-6,MOSI,2,0x8800,OK
677,,-273.0048000e-6,MISO,2,0x0004,OK
678,,-253.5104000e-6,MOSI,2,0x8800,OK
679,,-253.5104000e-6,MISO,2,0x0004,OK
680,,-234.0096000e-6,MOSI,2,0x8800,OK
681,,-234.0096000e-6,MISO,2,0x0004,OK
682,,-214.5088000e-6,MOSI,2,0x8800,OK
683,,-214.5088000e-6,MISO,2,0x0004,OK
684,,-195.0080000e-6,MOSI,2,0x8800,OK
685,,-195.0080000e-6,MISO,2,0x0004,OK
686,,-175.5072000e-6,MOSI,2,0x8800,OK
687,,-175.5072000e-6,MISO,2,0x0004,OK
688,,-156.0064000e-6,MOSI,2,0x8800,OK
689,,-156.0064000e-6,MISO,2,0x0004,OK
690,,-136.5056000e-6,MOSI,2,0x8800,OK
691,,-136.5056000e-6,MISO,2,0x0004,OK
692,,-117.0048000e-6,MOSI,2,0x8800,OK
693,,-117.0048000e-6,MISO,2,0x0004,OK
694,,-97.5104000e-6,MOSI,2,0x8800,OK
695,,-97.5104000e-6,MISO,2,0x0004,OK
696,,-78.0096000e-6,MOSI,2,0x8800,OK
697,,-78.0096000e-6,MISO,2,0x0004,OK
698,,-58.5088000e-6,MOSI,2,0x8800,OK
699,,-58.5088000e-6,MISO,2,0x0004,OK
700,,-39.0080000e-6,MOSI,2,0x8800,OK
701,,-39.0080000e-6,MISO,2,0x0004,OK
702,,-19.5072000e-6,MOSI,2,0x8800,OK
703,,-19.5072000e-6,MISO,2,0x0004,OK
704,,-6.4000000e-9,MOSI,0,,Insufficient
705,,-6.4000000e-9,MISO,0,,Insufficient
